id,number_of_suggestions,number_of_plans,number_of_accept,number_of_accept_2,mobile_plan
15561.0,4,4,0.0,0,Unknown
15562.0,6,4,2.0,1,DATASILVER
15564.0,6,4,0.0,0,Unknown
15565.0,2,2,0.0,0,Unknown
15567.0,5,3,0.0,0,Unknown
15568.0,1,1,0.0,0,Unknown
15569.0,3,3,0.0,0,Unknown
15570.0,5,3,0.0,0,Unknown
15572.0,1,1,0.0,0,Unknown
15573.0,3,2,1.0,1,DATAGOLD
15574.0,8,4,1.0,1,DATACALL
15575.0,5,4,0.0,0,Unknown
15578.0,2,2,1.0,1,SOCIALMEDIA
15579.0,3,3,0.0,0,Unknown
15582.0,6,5,2.0,1,DATASILVER
15583.0,2,2,0.0,0,Unknown
15584.0,5,3,2.0,2,"SOCIALMEDIAGOLD, SOCIALMEDIA"
15585.0,2,2,2.0,1,SOCIALMEDIAGOLD
15588.0,1,1,1.0,1,SOCIALMEDIAGOLD
15589.0,5,4,0.0,0,Unknown
15590.0,5,4,1.0,1,DATASILVER
15592.0,2,2,0.0,0,Unknown
15593.0,7,3,2.0,1,SOCIALMEDIAGOLD
15594.0,7,3,2.0,1,SOCIALMEDIA
15595.0,5,5,0.0,0,Unknown
15597.0,3,3,2.0,1,DATASILVER
15600.0,3,3,0.0,0,Unknown
15601.0,4,4,1.0,1,DATASILVER
15603.0,5,4,1.0,1,DATACALL
15604.0,5,3,0.0,0,Unknown
15605.0,2,2,1.0,1,DATACALL
15606.0,5,4,0.0,0,Unknown
15607.0,1,1,0.0,0,Unknown
15609.0,5,2,0.0,0,Unknown
15610.0,1,1,0.0,0,Unknown
15611.0,3,2,1.0,1,DATASILVER
15613.0,4,4,0.0,0,Unknown
15614.0,3,3,0.0,0,Unknown
15616.0,3,1,0.0,0,Unknown
15618.0,4,2,0.0,0,Unknown
15619.0,2,1,0.0,0,Unknown
15620.0,3,3,0.0,0,Unknown
15621.0,3,2,1.0,1,SOCIALMEDIAGOLD
15626.0,4,3,1.0,1,DATACALL
15627.0,3,3,0.0,0,Unknown
15628.0,6,5,2.0,1,DATASILVER
15629.0,4,3,0.0,0,Unknown
15630.0,3,3,0.0,0,Unknown
15631.0,5,3,3.0,3,"SOCIALMEDIAGOLD, SOCIALMEDIA, DATAGOLD"
15634.0,3,2,0.0,0,Unknown
15635.0,2,1,0.0,0,Unknown
15637.0,5,4,1.0,1,SOCIALMEDIA
15643.0,7,4,1.0,1,SOCIALMEDIA
15644.0,3,3,1.0,1,SOCIALMEDIAGOLD
15646.0,5,5,0.0,0,Unknown
15648.0,3,3,0.0,0,Unknown
15649.0,3,2,2.0,1,SOCIALMEDIAGOLD
15650.0,1,1,1.0,1,SOCIALMEDIA
15652.0,1,1,0.0,0,Unknown
15653.0,3,2,2.0,1,DATASILVER
15655.0,4,3,0.0,0,Unknown
15656.0,1,1,0.0,0,Unknown
15657.0,1,1,0.0,0,Unknown
15661.0,3,3,0.0,0,Unknown
15663.0,3,3,1.0,1,DATASILVER
15665.0,5,3,0.0,0,Unknown
15666.0,2,2,0.0,0,Unknown
15667.0,5,4,0.0,0,Unknown
15668.0,1,1,0.0,0,Unknown
15671.0,6,4,2.0,1,DATACALL
15672.0,2,2,0.0,0,Unknown
15674.0,5,4,0.0,0,Unknown
15675.0,5,3,0.0,0,Unknown
15676.0,5,4,1.0,1,DATASILVER
15678.0,5,4,0.0,0,Unknown
15681.0,5,4,0.0,0,Unknown
15682.0,2,2,1.0,1,SOCIALMEDIA
15683.0,4,2,1.0,1,DATASILVER
15685.0,3,2,0.0,0,Unknown
15687.0,4,3,1.0,1,DATASILVER
15688.0,10,3,0.0,0,Unknown
15689.0,3,2,2.0,1,DATASILVER
15690.0,5,4,1.0,1,DATAGOLD
15694.0,1,1,0.0,0,Unknown
15697.0,3,3,0.0,0,Unknown
15699.0,2,2,1.0,1,DATASILVER
15701.0,1,1,0.0,0,Unknown
15703.0,2,2,0.0,0,Unknown
15704.0,5,4,1.0,1,SOCIALMEDIA
15705.0,4,3,1.0,1,DATACALL
15706.0,1,1,1.0,1,DATASILVER
15708.0,3,3,1.0,1,SOCIALMEDIA
15709.0,3,3,1.0,1,SOCIALMEDIA
15711.0,3,3,1.0,1,DATACALL
15712.0,3,2,0.0,0,Unknown
15713.0,5,2,1.0,1,DATASILVER
15714.0,2,2,0.0,0,Unknown
15715.0,1,1,0.0,0,Unknown
15716.0,4,4,0.0,0,Unknown
15717.0,5,4,0.0,0,Unknown
15718.0,3,3,0.0,0,Unknown
15720.0,5,5,1.0,1,DATASILVER
15722.0,1,1,0.0,0,Unknown
15725.0,1,1,0.0,0,Unknown
15726.0,2,2,0.0,0,Unknown
15727.0,4,2,0.0,0,Unknown
15728.0,5,3,0.0,0,Unknown
15730.0,1,1,1.0,1,SOCIALMEDIAGOLD
15731.0,5,3,3.0,2,"DATASILVER, DATACALL"
15732.0,6,4,1.0,1,DATACALL
15733.0,4,4,2.0,2,"DATASILVER, DATAGOLD"
15734.0,5,5,1.0,1,SOCIALMEDIAGOLD
15735.0,6,4,1.0,1,DATAGOLD
15736.0,6,3,0.0,0,Unknown
15738.0,1,1,0.0,0,Unknown
15739.0,3,3,0.0,0,Unknown
15743.0,3,2,0.0,0,Unknown
15745.0,5,4,0.0,0,Unknown
15747.0,5,4,2.0,1,SOCIALMEDIAGOLD
15751.0,7,4,0.0,0,Unknown
15752.0,2,2,0.0,0,Unknown
15755.0,3,2,2.0,1,DATASILVER
15758.0,2,1,0.0,0,Unknown
15759.0,2,2,0.0,0,Unknown
15766.0,4,3,2.0,2,"SOCIALMEDIAGOLD, DATASILVER"
15770.0,4,2,1.0,1,DATACALL
15771.0,1,1,0.0,0,Unknown
15772.0,2,2,0.0,0,Unknown
15773.0,6,4,0.0,0,Unknown
15774.0,3,3,0.0,0,Unknown
15775.0,2,2,1.0,1,SOCIALMEDIAGOLD
15777.0,2,2,0.0,0,Unknown
15779.0,2,1,0.0,0,Unknown
15784.0,3,2,1.0,1,SOCIALMEDIA
15786.0,2,2,0.0,0,Unknown
15789.0,4,4,0.0,0,Unknown
15790.0,2,2,0.0,0,Unknown
15791.0,6,4,1.0,1,DATASILVER
15794.0,2,2,1.0,1,DATASILVER
15795.0,4,2,0.0,0,Unknown
15799.0,1,1,0.0,0,Unknown
15801.0,2,2,1.0,1,SOCIALMEDIA
15802.0,5,4,1.0,1,DATACALL
15805.0,6,4,1.0,1,SOCIALMEDIAGOLD
15807.0,1,1,0.0,0,Unknown
15808.0,5,4,0.0,0,Unknown
15813.0,6,5,4.0,2,"SOCIALMEDIAGOLD, DATACALL"
15814.0,1,1,0.0,0,Unknown
15815.0,2,1,0.0,0,Unknown
15816.0,3,2,1.0,1,SOCIALMEDIAGOLD
15818.0,2,2,0.0,0,Unknown
15820.0,2,2,1.0,1,DATACALL
15823.0,4,4,1.0,1,DATASILVER
15828.0,5,3,0.0,0,Unknown
15830.0,5,4,1.0,1,SOCIALMEDIAGOLD
15833.0,5,4,0.0,0,Unknown
15837.0,5,4,0.0,0,Unknown
15838.0,5,4,0.0,0,Unknown
15839.0,3,3,0.0,0,Unknown
15840.0,6,3,1.0,1,SOCIALMEDIAGOLD
15842.0,5,5,1.0,1,DATASILVER
15845.0,4,3,0.0,0,Unknown
15847.0,5,3,4.0,2,"DATASILVER, DATAGOLD"
15848.0,2,1,2.0,1,SOCIALMEDIA
15852.0,1,1,0.0,0,Unknown
15853.0,6,4,4.0,3,"DATASILVER, DATACALL, DATAGOLD"
15855.0,6,4,2.0,1,SOCIALMEDIAGOLD
15856.0,1,1,0.0,0,Unknown
15857.0,2,1,0.0,0,Unknown
15858.0,4,1,2.0,1,DATACALL
15862.0,1,1,0.0,0,Unknown
15865.0,4,4,1.0,1,DATASILVER
15867.0,3,1,2.0,1,DATASILVER
15869.0,2,2,1.0,1,SOCIALMEDIA
15870.0,5,4,0.0,0,Unknown
15871.0,4,4,0.0,0,Unknown
15873.0,10,4,0.0,0,Unknown
15875.0,3,2,0.0,0,Unknown
15876.0,4,3,2.0,2,"SOCIALMEDIA, DATACALL"
15877.0,1,1,0.0,0,Unknown
15878.0,3,3,0.0,0,Unknown
15879.0,4,3,1.0,1,SOCIALMEDIA
15880.0,4,4,0.0,0,Unknown
15882.0,5,4,0.0,0,Unknown
15884.0,6,3,0.0,0,Unknown
15885.0,2,1,0.0,0,Unknown
15886.0,2,1,0.0,0,Unknown
15887.0,4,2,0.0,0,Unknown
15888.0,6,3,1.0,1,DATASILVER
15889.0,3,2,1.0,1,SOCIALMEDIA
15890.0,1,1,0.0,0,Unknown
15892.0,7,4,3.0,1,SOCIALMEDIAGOLD
15896.0,4,3,0.0,0,Unknown
15897.0,5,3,0.0,0,Unknown
15902.0,2,2,1.0,1,SOCIALMEDIA
15903.0,2,1,0.0,0,Unknown
15905.0,4,3,1.0,1,DATASILVER
15906.0,2,2,0.0,0,Unknown
15908.0,2,1,0.0,0,Unknown
15909.0,2,2,1.0,1,SOCIALMEDIA
15910.0,2,2,0.0,0,Unknown
15911.0,2,2,1.0,1,DATASILVER
15912.0,3,2,1.0,1,DATASILVER
15916.0,3,3,0.0,0,Unknown
15917.0,4,2,0.0,0,Unknown
15919.0,1,1,0.0,0,Unknown
15921.0,5,4,0.0,0,Unknown
15923.0,3,2,0.0,0,Unknown
15926.0,5,4,1.0,1,DATACALL
15928.0,6,5,1.0,1,SOCIALMEDIAGOLD
15929.0,3,3,1.0,1,SOCIALMEDIA
15930.0,6,4,1.0,1,SOCIALMEDIA
15931.0,1,1,1.0,1,SOCIALMEDIAGOLD
15933.0,3,2,0.0,0,Unknown
15935.0,5,4,0.0,0,Unknown
15939.0,5,4,1.0,1,SOCIALMEDIAGOLD
15940.0,4,3,0.0,0,Unknown
15941.0,5,3,1.0,1,DATACALL
15942.0,4,3,3.0,2,"DATASILVER, DATAGOLD"
15943.0,2,2,1.0,1,SOCIALMEDIAGOLD
15944.0,4,3,1.0,1,DATASILVER
15950.0,4,2,1.0,1,DATASILVER
15952.0,2,1,1.0,1,SOCIALMEDIA
15954.0,6,5,1.0,1,DATASILVER
15956.0,2,2,1.0,1,SOCIALMEDIAGOLD
15959.0,2,2,1.0,1,SOCIALMEDIA
15960.0,7,4,0.0,0,Unknown
15961.0,5,5,0.0,0,Unknown
15962.0,5,5,1.0,1,SOCIALMEDIA
15963.0,5,2,3.0,1,SOCIALMEDIA
15964.0,6,4,1.0,1,DATACALL
15966.0,5,3,0.0,0,Unknown
15967.0,2,2,0.0,0,Unknown
15969.0,5,4,1.0,1,SOCIALMEDIAGOLD
15970.0,1,1,0.0,0,Unknown
15971.0,6,3,1.0,1,SOCIALMEDIAGOLD
15976.0,1,1,1.0,1,DATACALL
15978.0,1,1,1.0,1,SOCIALMEDIA
15980.0,3,2,0.0,0,Unknown
15981.0,3,2,0.0,0,Unknown
15982.0,2,2,0.0,0,Unknown
15985.0,4,4,1.0,1,DATASILVER
15987.0,4,3,1.0,1,DATASILVER
15990.0,5,3,0.0,0,Unknown
15991.0,2,2,0.0,0,Unknown
15992.0,5,4,1.0,1,DATASILVER
15993.0,2,2,1.0,1,SOCIALMEDIAGOLD
15995.0,2,2,0.0,0,Unknown
15998.0,7,4,1.0,1,SOCIALMEDIAGOLD
16000.0,3,2,0.0,0,Unknown
16001.0,2,2,0.0,0,Unknown
16002.0,5,3,0.0,0,Unknown
16003.0,3,2,1.0,1,SOCIALMEDIA
16005.0,4,3,0.0,0,Unknown
16006.0,2,2,0.0,0,Unknown
16009.0,2,2,0.0,0,Unknown
16010.0,5,4,1.0,1,SOCIALMEDIA
16014.0,6,4,2.0,1,SOCIALMEDIAGOLD
16015.0,6,4,1.0,1,DATASILVER
16016.0,1,1,1.0,1,DATASILVER
16017.0,6,5,1.0,1,DATACALL
16018.0,4,3,0.0,0,Unknown
16019.0,5,4,1.0,1,SOCIALMEDIA
16020.0,3,3,1.0,1,DATASILVER
16022.0,3,2,0.0,0,Unknown
16024.0,4,4,0.0,0,Unknown
16025.0,5,4,0.0,0,Unknown
16030.0,4,2,0.0,0,Unknown
16031.0,7,4,0.0,0,Unknown
16033.0,1,1,0.0,0,Unknown
16035.0,7,4,0.0,0,Unknown
16039.0,4,3,0.0,0,Unknown
16040.0,4,4,0.0,0,Unknown
16041.0,6,4,0.0,0,Unknown
16043.0,2,2,0.0,0,Unknown
16045.0,7,5,1.0,1,DATASILVER
16050.0,3,3,1.0,1,SOCIALMEDIA
16051.0,5,4,2.0,1,SOCIALMEDIAGOLD
16052.0,6,5,1.0,1,SOCIALMEDIA
16053.0,4,3,0.0,0,Unknown
16057.0,5,4,1.0,1,DATACALL
16058.0,6,3,0.0,0,Unknown
16059.0,2,2,1.0,1,SOCIALMEDIA
16060.0,7,4,3.0,1,DATASILVER
16061.0,2,1,0.0,0,Unknown
16062.0,6,4,0.0,0,Unknown
16065.0,4,3,1.0,1,SOCIALMEDIA
16066.0,4,2,1.0,1,SOCIALMEDIA
16067.0,6,4,2.0,2,"SOCIALMEDIAGOLD, DATAGOLD"
16068.0,3,2,0.0,0,Unknown
16069.0,2,2,0.0,0,Unknown
16070.0,5,3,0.0,0,Unknown
16072.0,4,4,1.0,1,DATACALL
16073.0,3,3,2.0,2,"SOCIALMEDIA, DATASILVER"
16078.0,2,2,0.0,0,Unknown
16081.0,3,2,0.0,0,Unknown
16083.0,3,3,0.0,0,Unknown
16085.0,5,3,1.0,1,SOCIALMEDIAGOLD
16087.0,5,4,0.0,0,Unknown
16088.0,2,2,1.0,1,SOCIALMEDIA
16090.0,3,3,2.0,2,"SOCIALMEDIA, DATACALL"
16091.0,2,2,2.0,1,DATAGOLD
16092.0,6,4,0.0,0,Unknown
16093.0,5,4,2.0,2,"SOCIALMEDIAGOLD, DATACALL"
16094.0,5,4,1.0,1,DATASILVER
16097.0,4,4,1.0,1,SOCIALMEDIAGOLD
16098.0,4,3,0.0,0,Unknown
16100.0,3,2,3.0,1,DATACALL
16101.0,2,2,0.0,0,Unknown
16102.0,4,3,0.0,0,Unknown
16103.0,5,3,1.0,1,DATASILVER
16104.0,4,3,0.0,0,Unknown
16105.0,3,2,0.0,0,Unknown
16107.0,4,3,0.0,0,Unknown
16108.0,5,4,1.0,1,SOCIALMEDIAGOLD
16110.0,3,2,0.0,0,Unknown
16111.0,1,1,0.0,0,Unknown
16112.0,3,2,0.0,0,Unknown
16113.0,2,1,0.0,0,Unknown
16114.0,6,5,1.0,1,DATACALL
16117.0,3,2,1.0,1,DATASILVER
16118.0,5,4,1.0,1,SOCIALMEDIAGOLD
16119.0,6,5,1.0,1,SOCIALMEDIA
16120.0,5,3,1.0,1,DATASILVER
16122.0,2,2,1.0,1,DATASILVER
16123.0,9,4,1.0,1,SOCIALMEDIA
16124.0,2,1,2.0,1,DATACALL
16125.0,3,3,0.0,0,Unknown
16126.0,4,2,1.0,1,SOCIALMEDIAGOLD
16127.0,5,4,0.0,0,Unknown
16128.0,2,2,0.0,0,Unknown
16129.0,6,4,1.0,1,DATASILVER
16130.0,4,3,1.0,1,SOCIALMEDIA
16131.0,5,3,3.0,1,DATACALL
16132.0,3,3,0.0,0,Unknown
16134.0,5,3,0.0,0,Unknown
16135.0,2,2,0.0,0,Unknown
16136.0,5,4,0.0,0,Unknown
16137.0,3,3,0.0,0,Unknown
16139.0,3,3,0.0,0,Unknown
16140.0,6,4,0.0,0,Unknown
16142.0,3,2,0.0,0,Unknown
16143.0,1,1,0.0,0,Unknown
16144.0,1,1,0.0,0,Unknown
16146.0,5,4,2.0,2,"SOCIALMEDIAGOLD, SOCIALMEDIA"
16147.0,1,1,1.0,1,SOCIALMEDIA
16148.0,2,2,0.0,0,Unknown
16149.0,5,4,0.0,0,Unknown
16150.0,7,4,0.0,0,Unknown
16152.0,3,3,1.0,1,DATACALL
16153.0,3,2,0.0,0,Unknown
16154.0,5,4,1.0,1,DATASILVER
16155.0,6,4,0.0,0,Unknown
16157.0,2,2,0.0,0,Unknown
16158.0,6,4,0.0,0,Unknown
16159.0,3,1,3.0,1,DATASILVER
16160.0,5,4,0.0,0,Unknown
16161.0,5,2,0.0,0,Unknown
16163.0,5,4,1.0,1,SOCIALMEDIA
16164.0,6,4,2.0,1,DATASILVER
16166.0,1,1,0.0,0,Unknown
16168.0,2,1,0.0,0,Unknown
16169.0,2,2,0.0,0,Unknown
16170.0,8,4,2.0,1,DATASILVER
16171.0,3,2,1.0,1,SOCIALMEDIA
16172.0,5,4,2.0,2,"DATASILVER, SOCIALMEDIAGOLD"
16173.0,5,4,1.0,1,DATAGOLD
16174.0,3,2,2.0,1,DATAGOLD
16178.0,4,3,1.0,1,DATACALL
16179.0,4,2,0.0,0,Unknown
16180.0,1,1,0.0,0,Unknown
16181.0,4,3,0.0,0,Unknown
16182.0,2,2,0.0,0,Unknown
16183.0,5,4,0.0,0,Unknown
16184.0,1,1,1.0,1,SOCIALMEDIAGOLD
16187.0,2,2,0.0,0,Unknown
16190.0,4,3,1.0,1,SOCIALMEDIA
16191.0,2,2,0.0,0,Unknown
16193.0,5,2,0.0,0,Unknown
16194.0,2,2,0.0,0,Unknown
16197.0,4,3,0.0,0,Unknown
16198.0,3,3,1.0,1,DATASILVER
16199.0,5,3,0.0,0,Unknown
16200.0,4,4,1.0,1,DATACALL
16203.0,1,1,1.0,1,DATASILVER
16204.0,4,3,2.0,1,SOCIALMEDIAGOLD
16205.0,4,3,0.0,0,Unknown
16206.0,3,2,1.0,1,DATASILVER
16207.0,1,1,0.0,0,Unknown
16208.0,1,1,1.0,1,DATAGOLD
16214.0,4,2,0.0,0,Unknown
16215.0,3,2,0.0,0,Unknown
16216.0,2,2,1.0,1,SOCIALMEDIAGOLD
16217.0,1,1,0.0,0,Unknown
16219.0,4,3,2.0,1,SOCIALMEDIA
16220.0,3,3,1.0,1,SOCIALMEDIA
16222.0,3,3,1.0,1,SOCIALMEDIAGOLD
16223.0,4,3,0.0,0,Unknown
16224.0,1,1,0.0,0,Unknown
16227.0,4,4,0.0,0,Unknown
16228.0,2,2,1.0,1,DATASILVER
16229.0,2,2,1.0,1,DATASILVER
16231.0,6,4,1.0,1,SOCIALMEDIA
16232.0,4,4,1.0,1,SOCIALMEDIA
16233.0,4,3,0.0,0,Unknown
16235.0,2,2,1.0,1,SOCIALMEDIA
16236.0,4,2,3.0,1,SOCIALMEDIA
16237.0,5,2,1.0,1,SOCIALMEDIA
16238.0,4,4,0.0,0,Unknown
16239.0,4,3,1.0,1,DATASILVER
16240.0,4,3,1.0,1,SOCIALMEDIA
16242.0,3,3,1.0,1,SOCIALMEDIA
16244.0,4,4,1.0,1,SOCIALMEDIA
16245.0,5,5,1.0,1,SOCIALMEDIA
16246.0,3,2,0.0,0,Unknown
16247.0,1,1,0.0,0,Unknown
16251.0,3,3,2.0,2,"SOCIALMEDIA, SOCIALMEDIAGOLD"
16252.0,5,3,0.0,0,Unknown
16254.0,2,2,1.0,1,DATASILVER
16255.0,5,3,0.0,0,Unknown
16256.0,1,1,0.0,0,Unknown
16257.0,3,3,1.0,1,DATAGOLD
16258.0,5,5,0.0,0,Unknown
16259.0,4,4,1.0,1,SOCIALMEDIA
16261.0,5,3,0.0,0,Unknown
16262.0,7,4,0.0,0,Unknown
16264.0,3,2,0.0,0,Unknown
16265.0,4,3,0.0,0,Unknown
16266.0,4,4,0.0,0,Unknown
16267.0,3,3,3.0,3,"DATASILVER, DATAGOLD, SOCIALMEDIA"
16268.0,6,4,1.0,1,DATAGOLD
16269.0,2,2,1.0,1,DATACALL
16272.0,3,3,1.0,1,SOCIALMEDIAGOLD
16273.0,7,4,2.0,2,"SOCIALMEDIA, DATASILVER"
16274.0,1,1,0.0,0,Unknown
16275.0,5,4,1.0,1,SOCIALMEDIA
16278.0,2,2,1.0,1,DATASILVER
16283.0,2,2,1.0,1,SOCIALMEDIA
16286.0,4,2,2.0,2,"SOCIALMEDIA, DATAGOLD"
16287.0,2,1,3.0,1,DATASILVER
16289.0,5,3,0.0,0,Unknown
16291.0,3,2,1.0,1,SOCIALMEDIAGOLD
16292.0,4,3,1.0,1,SOCIALMEDIA
16293.0,4,4,2.0,2,"DATASILVER, DATAGOLD"
16294.0,5,4,1.0,1,SOCIALMEDIA
16296.0,1,1,0.0,0,Unknown
16298.0,3,3,0.0,0,Unknown
16299.0,6,4,1.0,1,DATAGOLD
16300.0,4,1,0.0,0,Unknown
16301.0,3,2,1.0,1,DATAGOLD
16303.0,4,3,0.0,0,Unknown
16304.0,6,5,0.0,0,Unknown
16305.0,4,4,1.0,1,SOCIALMEDIAGOLD
16306.0,6,5,2.0,2,"DATASILVER, SOCIALMEDIAGOLD"
16308.0,2,2,0.0,0,Unknown
16309.0,2,2,1.0,1,SOCIALMEDIA
16311.0,1,1,0.0,0,Unknown
16313.0,2,2,1.0,1,SOCIALMEDIA
16314.0,2,2,0.0,0,Unknown
16316.0,2,2,0.0,0,Unknown
16317.0,6,3,0.0,0,Unknown
16319.0,7,5,0.0,0,Unknown
16324.0,1,1,0.0,0,Unknown
16325.0,1,1,1.0,1,DATACALL
16326.0,2,2,0.0,0,Unknown
16327.0,3,2,1.0,1,SOCIALMEDIA
16328.0,5,4,1.0,1,DATASILVER
16329.0,5,3,2.0,2,"DATACALL, DATAGOLD"
16330.0,2,2,0.0,0,Unknown
16331.0,1,1,0.0,0,Unknown
16333.0,1,1,0.0,0,Unknown
16335.0,5,2,0.0,0,Unknown
16338.0,8,4,1.0,1,DATASILVER
16339.0,3,2,2.0,2,"DATAGOLD, DATACALL"
16340.0,1,1,0.0,0,Unknown
16341.0,4,3,3.0,1,SOCIALMEDIAGOLD
16342.0,4,3,2.0,1,DATASILVER
16343.0,2,1,0.0,0,Unknown
16344.0,4,2,0.0,0,Unknown
16346.0,5,3,1.0,1,SOCIALMEDIA
16347.0,4,3,2.0,2,"SOCIALMEDIA, DATACALL"
16348.0,2,1,0.0,0,Unknown
16349.0,5,4,1.0,1,SOCIALMEDIAGOLD
16350.0,3,1,0.0,0,Unknown
16352.0,5,4,0.0,0,Unknown
16354.0,4,4,0.0,0,Unknown
16355.0,4,4,1.0,1,SOCIALMEDIAGOLD
16356.0,1,1,1.0,1,DATASILVER
16357.0,4,3,0.0,0,Unknown
16359.0,2,2,1.0,1,SOCIALMEDIA
16360.0,3,3,1.0,1,DATACALL
16363.0,4,3,2.0,1,DATASILVER
16364.0,5,5,0.0,0,Unknown
16365.0,5,4,1.0,1,SOCIALMEDIA
16366.0,3,2,1.0,1,DATASILVER
16367.0,1,1,0.0,0,Unknown
16368.0,4,3,1.0,1,DATASILVER
16369.0,3,3,1.0,1,SOCIALMEDIAGOLD
16372.0,7,4,2.0,1,DATACALL
16373.0,4,4,1.0,1,SOCIALMEDIAGOLD
16375.0,1,1,0.0,0,Unknown
16376.0,4,3,0.0,0,Unknown
16377.0,2,2,1.0,1,SOCIALMEDIA
16378.0,4,2,2.0,1,DATAGOLD
16380.0,5,3,0.0,0,Unknown
16381.0,6,4,1.0,1,DATASILVER
16382.0,5,4,0.0,0,Unknown
16384.0,3,3,0.0,0,Unknown
16385.0,1,1,1.0,1,SOCIALMEDIA
16386.0,1,1,1.0,1,DATASILVER
16388.0,5,4,1.0,1,DATASILVER
16389.0,7,3,0.0,0,Unknown
16390.0,2,1,0.0,0,Unknown
16391.0,5,4,0.0,0,Unknown
16392.0,1,1,1.0,1,SOCIALMEDIAGOLD
16393.0,5,4,0.0,0,Unknown
16394.0,5,5,0.0,0,Unknown
16396.0,3,2,0.0,0,Unknown
16397.0,5,4,1.0,1,SOCIALMEDIAGOLD
16399.0,7,4,1.0,1,DATASILVER
16401.0,7,4,0.0,0,Unknown
16403.0,1,1,0.0,0,Unknown
16404.0,4,2,2.0,1,DATAGOLD
16407.0,4,4,1.0,1,DATASILVER
16408.0,4,4,1.0,1,DATASILVER
16410.0,5,3,0.0,0,Unknown
16412.0,4,2,0.0,0,Unknown
16414.0,6,4,2.0,1,SOCIALMEDIAGOLD
16415.0,2,2,0.0,0,Unknown
16416.0,3,2,0.0,0,Unknown
16417.0,2,2,0.0,0,Unknown
16419.0,5,3,0.0,0,Unknown
16420.0,7,4,0.0,0,Unknown
16423.0,5,4,0.0,0,Unknown
16424.0,4,3,1.0,1,DATACALL
16425.0,6,4,0.0,0,Unknown
16427.0,3,3,0.0,0,Unknown
16433.0,2,2,0.0,0,Unknown
16435.0,3,2,0.0,0,Unknown
16436.0,6,4,0.0,0,Unknown
16437.0,4,3,0.0,0,Unknown
16440.0,1,1,1.0,1,DATASILVER
16441.0,4,2,0.0,0,Unknown
16448.0,3,2,1.0,1,DATACALL
16450.0,6,4,0.0,0,Unknown
16451.0,2,1,1.0,1,DATASILVER
16452.0,2,2,0.0,0,Unknown
16453.0,3,2,1.0,1,DATASILVER
16454.0,5,5,2.0,1,DATASILVER
16456.0,4,4,1.0,1,DATASILVER
16458.0,3,2,1.0,1,SOCIALMEDIAGOLD
16460.0,3,2,0.0,0,Unknown
16461.0,7,5,0.0,0,Unknown
16462.0,2,2,1.0,1,DATAGOLD
16467.0,5,4,0.0,0,Unknown
16468.0,4,3,1.0,1,SOCIALMEDIAGOLD
16469.0,1,1,0.0,0,Unknown
16470.0,6,4,0.0,0,Unknown
16472.0,3,2,1.0,1,DATASILVER
16474.0,7,5,3.0,1,SOCIALMEDIAGOLD
16475.0,5,4,0.0,0,Unknown
16476.0,5,4,0.0,0,Unknown
16478.0,6,4,0.0,0,Unknown
16479.0,3,2,1.0,1,DATAGOLD
16480.0,5,4,1.0,1,SOCIALMEDIA
16481.0,5,4,0.0,0,Unknown
16482.0,4,4,1.0,1,SOCIALMEDIAGOLD
16484.0,2,2,0.0,0,Unknown
16485.0,3,3,0.0,0,Unknown
16486.0,1,1,1.0,1,DATASILVER
16487.0,6,4,1.0,1,SOCIALMEDIAGOLD
16489.0,4,3,1.0,1,SOCIALMEDIAGOLD
16490.0,4,3,1.0,1,DATASILVER
16491.0,6,5,0.0,0,Unknown
16493.0,1,1,1.0,1,SOCIALMEDIAGOLD
16494.0,5,4,0.0,0,Unknown
16497.0,2,2,1.0,1,SOCIALMEDIAGOLD
16499.0,6,5,1.0,1,SOCIALMEDIAGOLD
16500.0,2,1,1.0,1,DATACALL
16502.0,4,3,0.0,0,Unknown
16503.0,3,3,0.0,0,Unknown
16505.0,2,2,1.0,1,DATASILVER
16506.0,7,4,0.0,0,Unknown
16507.0,3,3,1.0,1,DATASILVER
16509.0,1,1,0.0,0,Unknown
16512.0,5,2,2.0,1,SOCIALMEDIA
16517.0,5,3,1.0,1,SOCIALMEDIAGOLD
16518.0,5,4,0.0,0,Unknown
16520.0,3,1,0.0,0,Unknown
16523.0,5,4,2.0,2,"DATASILVER, SOCIALMEDIAGOLD"
16524.0,6,4,3.0,1,DATAGOLD
16525.0,3,3,1.0,1,DATACALL
16527.0,3,3,1.0,1,SOCIALMEDIA
16529.0,1,1,0.0,0,Unknown
16532.0,2,2,0.0,0,Unknown
16533.0,3,3,1.0,1,SOCIALMEDIAGOLD
16534.0,3,3,1.0,1,SOCIALMEDIA
16535.0,4,3,0.0,0,Unknown
16537.0,4,4,0.0,0,Unknown
16538.0,5,4,1.0,1,DATACALL
16540.0,2,2,0.0,0,Unknown
16542.0,2,2,0.0,0,Unknown
16544.0,3,2,0.0,0,Unknown
16545.0,1,1,0.0,0,Unknown
16546.0,6,4,1.0,1,SOCIALMEDIA
16547.0,7,4,1.0,1,DATASILVER
16549.0,3,3,0.0,0,Unknown
16550.0,4,2,1.0,1,SOCIALMEDIA
16552.0,2,2,0.0,0,Unknown
16553.0,4,4,2.0,2,"SOCIALMEDIA, DATASILVER"
16555.0,4,3,1.0,1,SOCIALMEDIAGOLD
16559.0,3,2,0.0,0,Unknown
